transaction_id,date,amount,vendor,department,account_type,payment_method,employee,invoice_id,fraud_label,fraud_type,vendor_transaction_count,vendor_avg_amount,amount_deviation,is_round_number,transactions_per_day_vendor,is_duplicate_invoice
TX-000836,2024-01-10 17:29:00,4039.65,Vendor_082,Sales,Payroll,Card,Emp_082,INV-Vendor_082-798420,0,normal,20,3988.878997849292,50.77100215070823,0,5,0
TX-000837,2024-01-10 00:51:00,961.24,Vendor_097,Engineering,Consulting,ACH,Emp_023,INV-Vendor_097-539486,0,normal,24,2534.625652173913,-1573.3856521739128,0,4,0
TX-000838,2024-01-22 04:43:00,618.0,Vendor_075,Support,IT,Check,Emp_025,INV-Vendor_075-157581,0,normal,31,2556.1941935483874,-1938.1941935483874,0,1,0
TX-000839,2024-01-09 14:53:00,4977.74,Vendor_068,Finance,Payroll,Wire,Emp_044,INV-Vendor_068-726907,0,normal,20,2901.888209334918,2075.851790665082,0,1,0
TX-000840,2024-01-25 04:58:00,4512.27,Vendor_033,Finance,Payroll,Card,Emp_089,INV-Vendor_033-735372,0,normal,28,2550.7607142857146,1961.5092857142859,0,4,0
TX-000841,2024-02-29 01:09:00,1477.32,Vendor_002,Legal,IT,Wire,Emp_006,INV-Vendor_002-710637,0,normal,29,2921.2093209032923,-1443.8893209032924,0,4,0
TX-000842,2024-02-16 11:05:00,2770.25,Vendor_023,Finance,Supplies,Check,Emp_093,INV-Vendor_023-168297,0,normal,34,2735.677272727273,34.57272727272721,0,4,0
TX-000843,2024-01-29 08:19:00,1196.15,Vendor_008,Legal,Payroll,ACH,Emp_042,INV-Vendor_008-145338,0,normal,38,2659.1583783783785,-1463.0083783783784,0,11,0
TX-000844,2024-01-22 16:26:00,376.28,Vendor_005,HR,Supplies,ACH,Emp_007,INV-Vendor_005-778010,0,normal,32,4139.26089842047,-3762.98089842047,0,1,0
TX-000845,2024-02-29 13:58:00,3110.16,Vendor_047,Marketing,Operations,Card,Emp_078,INV-Vendor_047-853845,1,high_frequency,33,2865.957997719541,244.20200228045906,0,10,0
TX-000846,2024-02-21 16:07:00,1031.4,Vendor_014,HR,Supplies,ACH,Emp_101,INV-Vendor_014-538243,0,normal,36,2134.2634285714284,-1102.8634285714284,0,2,0
TX-000847,2024-02-11 07:46:00,3929.02,Vendor_033,Support,IT,Card,Emp_046,INV-Vendor_033-245395,0,normal,28,2550.7607142857146,1378.2592857142854,0,4,0
TX-000848,2024-02-11 15:03:00,4575.9,Vendor_011,Finance,Payroll,ACH,Emp_097,INV-Vendor_011-515061,0,normal,34,2846.199411764706,1729.7005882352937,0,8,0
TX-000849,2024-02-04 08:04:00,3948.01,Vendor_037,Finance,IT,Wire,Emp_043,INV-Vendor_037-958465,0,normal,34,2707.582727272727,1240.4272727272732,0,4,0
TX-000850,2024-01-07 00:12:00,20000.0,Vendor_086,HR,Travel,Check,Emp_110,INV-Vendor_086-907075,1,round_number,35,3206.610882352941,16793.389117647057,1,7,0
TX-000851,2024-02-02 22:31:00,613.6,Vendor_074,Legal,Operations,Check,Emp_051,INV-Vendor_074-994437,0,normal,34,3705.2793562097586,-3091.6793562097587,0,8,0
TX-000852,2024-01-31 14:26:00,10000.0,Vendor_058,Engineering,Travel,Card,Emp_041,INV-Vendor_058-549830,1,round_number,34,2718.410294117647,7281.589705882353,1,2,0
TX-000853,2024-01-10 04:50:00,4021.54,Vendor_034,HR,Operations,Wire,Emp_098,INV-Vendor_034-137092,0,normal,31,2820.5182405182827,1201.0217594817173,0,1,0
TX-000854,2024-02-04 03:54:00,4925.92,Vendor_077,Legal,Travel,Check,Emp_120,INV-Vendor_077-374695,0,normal,33,3274.230606060606,1651.689393939394,0,2,0
TX-000855,2024-02-12 07:55:00,1058.55,Vendor_071,Engineering,IT,Check,Emp_042,INV-Vendor_071-287512,0,normal,30,2482.368888888889,-1423.8188888888892,0,7,0
TX-000856,2024-02-17 02:48:00,3800.66,Vendor_088,Marketing,IT,ACH,Emp_076,INV-Vendor_088-638022,0,normal,28,2593.798461538461,1206.8615384615387,0,4,0
TX-000857,2024-01-30 13:08:00,4670.34,Vendor_053,Marketing,Travel,ACH,Emp_024,INV-Vendor_053-520627,0,normal,32,5061.836796882053,-391.4967968820529,0,1,0
TX-000858,2024-02-28 03:18:00,4983.36,Vendor_041,Sales,Operations,Wire,Emp_019,INV-Vendor_041-128884,0,normal,31,2695.650967741936,2287.709032258064,0,2,0
TX-000859,2024-01-27 07:08:00,3813.47,Vendor_026,HR,Supplies,Check,Emp_059,INV-Vendor_026-518829,0,normal,25,2417.752,1395.7179999999998,0,1,0
TX-000860,2024-01-03 05:21:00,3201.15,Vendor_041,Finance,Operations,ACH,Emp_007,INV-Vendor_041-303470,0,normal,31,2695.650967741936,505.4990322580643,0,2,0
TX-000861,2024-01-09 17:04:00,2680.48,Vendor_073,Support,Operations,Check,Emp_087,INV-Vendor_073-277777,0,normal,30,2825.4158620689655,-144.93586206896543,0,7,0
TX-000862,2024-02-12 03:55:00,4082.18,Vendor_032,Sales,Consulting,Wire,Emp_074,INV-Vendor_032-122602,0,normal,39,2537.203758786566,1544.9762412134337,0,13,0
TX-000863,2024-02-10 20:18:00,4051.28,Vendor_005,Operations,IT,Wire,Emp_010,INV-Vendor_005-111877,0,normal,32,4139.26089842047,-87.98089842046966,0,1,0
TX-000864,2024-01-08 03:44:00,133.45,Vendor_092,Engineering,Travel,Card,Emp_029,INV-Vendor_092-742793,0,normal,32,2637.2259197610306,-2503.7759197610308,0,1,0
TX-000865,2024-02-17 01:28:00,910.0,Vendor_076,Engineering,Travel,Check,Emp_072,INV-Vendor_076-636379,0,normal,30,2646.702525461832,-1736.702525461832,0,5,0
TX-000866,2024-01-24 21:10:00,1517.57,Vendor_096,Finance,Supplies,Card,Emp_016,INV-Vendor_096-267476,0,normal,35,3281.264857142857,-1763.6948571428572,0,4,0
TX-000867,2024-01-22 23:05:00,4786.940295809076,Vendor_002,Sales,Payroll,ACH,Emp_113,INV-Vendor_002-124375,1,high_amount,29,2921.2093209032923,1865.7309749057836,0,7,0
TX-000868,2024-01-14 13:22:00,4545.25,Vendor_015,Engineering,Consulting,ACH,Emp_033,INV-Vendor_015-497007,0,normal,31,2923.1236666666664,1622.1263333333336,0,2,0
TX-000869,2024-01-21 20:28:00,4798.63,Vendor_070,Sales,Supplies,Check,Emp_019,INV-Vendor_070-618017,0,normal,27,2500.182222222222,2298.447777777778,0,4,0
TX-000870,2024-03-01 14:24:00,3345.13,Vendor_096,Support,Operations,Card,Emp_060,INV-Vendor_096-836429,0,normal,35,3281.264857142857,63.86514285714293,0,5,0
TX-000871,2024-01-13 16:57:00,2796.99,Vendor_071,HR,Operations,Wire,Emp_104,INV-Vendor_071-199754,0,normal,30,2482.368888888889,314.6211111111106,0,8,0
TX-000872,2024-02-04 01:13:00,3397.09,Vendor_091,Finance,Operations,ACH,Emp_118,INV-Vendor_091-261857,0,normal,23,2089.608260869565,1307.481739130435,0,10,0
TX-000873,2024-01-01 11:38:00,649.65,Vendor_100,Sales,IT,Wire,Emp_077,INV-Vendor_100-884562,0,normal,26,2712.692692307692,-2063.042692307692,0,1,0
TX-000874,2024-01-19 15:02:00,2909.12,Vendor_018,Legal,Consulting,Check,Emp_120,INV-Vendor_018-975205,0,normal,25,3244.913714910847,-335.79371491084703,0,1,0
TX-000875,2024-02-27 12:49:00,3015.09,Vendor_037,Support,IT,Card,Emp_074,INV-Vendor_074-332469,1,duplicate_invoice,34,2707.582727272727,307.5072727272732,0,4,1
TX-000876,2024-01-05 08:08:00,2079.4,Vendor_045,Finance,IT,Wire,Emp_096,INV-Vendor_045-471801,0,normal,34,3352.6271875,-1273.2271875000001,0,10,0
TX-000877,2024-01-30 00:34:00,16361.877512381518,Vendor_021,HR,IT,Wire,Emp_087,INV-Vendor_021-187292,1,high_amount,34,3005.547197344895,13356.330315036623,0,7,0
TX-000878,2024-02-01 04:50:00,1292.32,Vendor_026,HR,Consulting,Card,Emp_087,INV-Vendor_026-482126,0,normal,25,2417.752,-1125.432,0,1,0
TX-000879,2024-01-14 07:13:00,979.36,Vendor_005,Operations,Payroll,Card,Emp_027,INV-Vendor_005-614226,0,normal,32,4139.26089842047,-3159.9008984204697,0,1,0
TX-000880,2024-03-01 23:13:00,4883.16,Vendor_036,Marketing,IT,Check,Emp_095,INV-Vendor_036-792286,0,normal,32,3055.038064516129,1828.1219354838709,0,4,0
TX-000881,2024-01-09 17:04:00,687.85,Vendor_064,Finance,IT,Wire,Emp_088,INV-Vendor_064-345438,0,normal,33,2813.544242424243,-2125.694242424243,0,1,0
TX-000882,2024-01-05 00:32:00,1340.05,Vendor_007,HR,Supplies,ACH,Emp_087,INV-Vendor_007-708692,0,normal,34,3137.7673386319625,-1797.7173386319625,0,4,0
TX-000883,2024-02-24 16:56:00,2357.98,Vendor_070,Legal,IT,Check,Emp_023,INV-Vendor_070-994629,0,normal,27,2500.182222222222,-142.2022222222222,0,6,0
TX-000884,2024-01-02 19:17:00,391.47,Vendor_046,Finance,Operations,Card,Emp_001,INV-Vendor_046-499520,0,normal,33,3052.1432305611957,-2660.673230561196,0,5,0
TX-000885,2024-02-12 18:08:00,3276.95,Vendor_036,Operations,Travel,Card,Emp_026,INV-Vendor_036-801096,0,normal,32,3055.038064516129,221.91193548387082,0,4,0
TX-000886,2024-02-20 11:24:00,3312.74,Vendor_076,Finance,Travel,Wire,Emp_023,INV-Vendor_076-364995,0,normal,30,2646.702525461832,666.0374745381678,0,4,0
TX-000887,2024-02-15 19:14:00,1188.2,Vendor_047,HR,Operations,Card,Emp_102,INV-Vendor_047-417573,0,normal,33,2865.957997719541,-1677.7579977195408,0,11,0
TX-000888,2024-01-25 07:08:00,816.3,Vendor_043,Support,Operations,Card,Emp_033,INV-Vendor_043-238192,0,normal,36,3072.333244872456,-2256.0332448724557,0,10,0
TX-000889,2024-01-12 16:13:00,3702.78,Vendor_013,Legal,Operations,ACH,Emp_025,INV-Vendor_013-162640,0,normal,35,3320.0319506780124,382.74804932198776,0,6,0
TX-000890,2024-02-21 14:05:00,2463.25,Vendor_023,Legal,Supplies,Wire,Emp_097,INV-Vendor_023-930417,0,normal,34,2735.677272727273,-272.4272727272728,0,4,0
TX-000891,2024-02-01 12:56:00,1947.9,Vendor_006,Marketing,Payroll,Card,Emp_012,INV-Vendor_006-991145,0,normal,21,4452.1197045024655,-2504.2197045024654,0,7,0
TX-000892,2024-02-24 02:24:00,2039.3,Vendor_076,Marketing,Consulting,Wire,Emp_098,INV-Vendor_076-726734,0,normal,30,2646.702525461832,-607.402525461832,0,5,0
TX-000893,2024-01-09 17:53:00,3821.26,Vendor_026,Legal,IT,Wire,Emp_088,INV-Vendor_026-567081,0,normal,25,2417.752,1403.5080000000003,0,1,0
TX-000894,2024-01-08 00:19:00,2770.51,Vendor_042,Marketing,Operations,Check,Emp_004,INV-Vendor_042-513027,0,normal,30,3465.2441635710875,-694.7341635710873,0,7,0
TX-000895,2024-01-19 22:06:00,1519.43,Vendor_092,Operations,Operations,Card,Emp_115,INV-Vendor_092-777365,0,normal,32,2637.2259197610306,-1117.7959197610305,0,1,0
TX-000896,2024-02-13 04:47:00,143.81,Vendor_080,HR,Consulting,Card,Emp_085,INV-Vendor_080-125109,0,normal,29,2652.113793103448,-2508.3037931034482,0,1,0
TX-000897,2024-02-12 17:38:00,886.93,Vendor_086,Support,Supplies,ACH,Emp_111,INV-Vendor_086-278158,0,normal,35,3206.610882352941,-2319.6808823529414,0,4,0
TX-000898,2024-01-27 19:10:00,2961.73,Vendor_018,Engineering,Payroll,ACH,Emp_043,INV-Vendor_018-637994,0,normal,25,3244.913714910847,-283.1837149108469,0,1,0
TX-000899,2024-01-11 21:11:00,2276.11,Vendor_075,Legal,Payroll,Wire,Emp_103,INV-Vendor_075-719923,0,normal,31,2556.1941935483874,-280.08419354838725,0,2,0
TX-000900,2024-01-04 02:48:00,3288.04,Vendor_044,Sales,Travel,Card,Emp_008,INV-Vendor_044-760856,0,normal,35,3137.537058823529,150.5029411764708,0,4,0
TX-000901,2024-01-05 17:05:00,2826.43,Vendor_029,Finance,IT,Card,Emp_099,INV-Vendor_029-197232,0,normal,23,3015.4890476190476,-189.05904761904776,0,1,0
TX-000902,2024-01-06 10:54:00,4894.3,Vendor_081,Legal,Travel,ACH,Emp_007,INV-Vendor_081-647667,0,normal,30,3787.006065906091,1107.2939340939092,0,4,0
TX-000903,2024-01-10 12:19:00,3244.29,Vendor_038,Finance,IT,ACH,Emp_055,INV-Vendor_038-637682,0,normal,26,2540.0492307692307,704.2407692307693,0,1,0
TX-000904,2024-02-18 05:46:00,2386.28,Vendor_076,Support,Consulting,ACH,Emp_120,INV-Vendor_076-151490,0,normal,30,2646.702525461832,-260.4225254618318,0,4,0
TX-000905,2024-02-16 16:58:00,3972.98,Vendor_084,Finance,Operations,Wire,Emp_056,INV-Vendor_084-585509,0,normal,44,3595.354474626231,377.62552537376905,0,3,0
TX-000906,2024-02-24 04:01:00,2892.12,Vendor_076,Legal,Payroll,Check,Emp_044,INV-Vendor_076-680086,0,normal,30,2646.702525461832,245.41747453816788,0,5,0
TX-000907,2024-02-21 09:53:00,1988.52,Vendor_053,Sales,IT,Check,Emp_066,INV-Vendor_053-398672,0,normal,32,5061.836796882053,-3073.316796882053,0,2,0
TX-000908,2024-01-30 09:22:00,2798.98,Vendor_095,HR,IT,Check,Emp_115,INV-Vendor_095-347117,0,normal,42,2756.728095238095,42.251904761904825,0,4,0
TX-000909,2024-01-03 05:05:00,29390.919956985832,Vendor_082,Engineering,IT,Card,Emp_045,INV-Vendor_082-101319,1,high_amount,20,3988.878997849292,25402.04095913654,0,4,0
TX-000910,2024-01-26 03:49:00,2387.55,Vendor_044,Engineering,Consulting,Check,Emp_030,INV-Vendor_044-281812,0,normal,35,3137.537058823529,-749.987058823529,0,5,0
TX-000911,2024-02-22 00:26:00,240.73,Vendor_013,Engineering,Payroll,Check,Emp_098,INV-Vendor_013-163389,0,normal,35,3320.0319506780124,-3079.3019506780124,0,4,0
TX-000912,2024-01-05 15:47:00,1344.64,Vendor_036,Operations,Payroll,ACH,Emp_061,INV-Vendor_036-356857,0,normal,32,3055.038064516129,-1710.398064516129,0,4,0
TX-000913,2024-01-02 18:55:00,3949.01,Vendor_068,Operations,Supplies,ACH,Emp_109,INV-Vendor_068-883143,0,normal,20,2901.888209334918,1047.1217906650822,0,2,0
TX-000914,2024-01-18 05:26:00,3400.13,Vendor_032,Engineering,Travel,ACH,Emp_003,INV-Vendor_032-121719,0,normal,39,2537.203758786566,862.926241213434,0,13,0
TX-000915,2024-01-26 13:01:00,374.19,Vendor_088,Support,IT,Card,Emp_054,INV-Vendor_088-643765,0,normal,28,2593.798461538461,-2219.608461538461,0,5,0
TX-000916,2024-01-31 09:29:00,548.76,Vendor_004,Engineering,Operations,Card,Emp_062,INV-Vendor_004-724014,0,normal,30,3943.4157484248335,-3394.6557484248333,0,2,0
TX-000917,2024-02-10 01:42:00,20000.0,Vendor_043,Marketing,Consulting,Card,Emp_080,INV-Vendor_043-801787,1,round_number,36,3072.333244872456,16927.666755127546,1,10,0
TX-000918,2024-02-19 03:01:00,4827.86,Vendor_097,Support,Payroll,Card,Emp_088,INV-Vendor_097-617720,0,normal,24,2534.625652173913,2293.234347826087,0,5,0
TX-000919,2024-01-01 10:03:00,2858.55,Vendor_008,Marketing,Travel,Wire,Emp_116,INV-Vendor_008-922227,0,normal,38,2659.1583783783785,199.39162162162165,0,10,0
TX-000920,2024-01-11 15:27:00,2461.97,Vendor_023,Operations,Supplies,Wire,Emp_063,INV-Vendor_023-686555,0,normal,34,2735.677272727273,-273.707272727273,0,4,0
TX-000921,2024-01-04 07:11:00,3289.98,Vendor_050,Support,Consulting,Card,Emp_019,INV-Vendor_050-484090,0,normal,26,2861.6157661684847,428.3642338315153,0,1,0
TX-000922,2024-02-03 13:53:00,4717.1,Vendor_071,Legal,Consulting,Check,Emp_064,INV-Vendor_071-436540,1,high_frequency,30,2482.368888888889,2234.731111111111,0,7,0
TX-000923,2024-01-24 22:23:00,1105.91,Vendor_018,HR,IT,Card,Emp_025,INV-Vendor_018-974204,0,normal,25,3244.913714910847,-2139.0037149108466,0,3,0
TX-000924,2024-01-09 10:27:00,2852.17,Vendor_055,Support,Payroll,ACH,Emp_113,INV-Vendor_055-161545,0,normal,35,2730.5511428571426,121.61885714285745,0,13,0
TX-000925,2024-01-22 14:47:00,4049.46,Vendor_092,Operations,Travel,ACH,Emp_002,INV-Vendor_092-215343,0,normal,32,2637.2259197610306,1412.2340802389695,0,1,0
TX-000926,2024-01-26 06:45:00,1766.33,Vendor_054,Engineering,Travel,Wire,Emp_049,INV-Vendor_054-585745,0,normal,23,3005.8517391304345,-1239.5217391304345,0,2,0
TX-000927,2024-02-08 09:37:00,196.31,Vendor_060,Marketing,Operations,Card,Emp_096,INV-Vendor_060-453433,0,normal,28,3524.8804552927822,-3328.5704552927823,0,9,0
TX-000928,2024-01-21 01:17:00,1139.02,Vendor_043,Legal,Travel,Card,Emp_051,INV-Vendor_043-202736,0,normal,36,3072.333244872456,-1933.313244872456,0,11,0
TX-000929,2024-02-14 21:01:00,3780.43,Vendor_021,Sales,Supplies,Card,Emp_026,INV-Vendor_021-658636,0,normal,34,3005.547197344895,774.882802655105,0,8,0
TX-000930,2024-01-02 14:14:00,3116.22,Vendor_065,HR,Consulting,Wire,Emp_091,INV-Vendor_065-505693,0,normal,35,3155.7917276126786,-39.57172761267884,0,1,0
TX-000931,2024-02-28 06:14:00,3362.22,Vendor_022,Operations,Travel,Check,Emp_024,INV-Vendor_022-201343,0,normal,33,2766.22851906831,595.9914809316897,0,1,0
TX-000932,2024-01-14 18:55:00,182.52,Vendor_056,Operations,Travel,Card,Emp_042,INV-Vendor_056-374654,0,normal,23,2481.271304347826,-2298.751304347826,0,2,0
TX-000933,2024-01-14 19:37:00,4652.31,Vendor_088,Operations,Supplies,ACH,Emp_020,INV-Vendor_088-746927,0,normal,28,2593.798461538461,2058.511538461539,0,5,0
TX-000934,2024-01-25 07:39:00,4358.8,Vendor_023,Sales,Consulting,Wire,Emp_045,INV-Vendor_023-276248,0,normal,34,2735.677272727273,1623.1227272727274,0,4,0
TX-000935,2024-02-12 12:58:00,2691.01,Vendor_030,Support,Payroll,ACH,Emp_034,INV-Vendor_030-914943,0,normal,23,3033.8827608649813,-342.87276086498105,0,7,0
TX-000936,2024-01-08 06:23:00,774.33,Vendor_091,Finance,Payroll,Check,Emp_084,INV-Vendor_091-969036,0,normal,23,2089.608260869565,-1315.2782608695652,0,10,0
TX-000937,2024-01-16 14:53:00,1567.93,Vendor_067,HR,Consulting,Card,Emp_063,INV-Vendor_067-224380,0,normal,44,2993.467335565413,-1425.537335565413,0,3,0
TX-000938,2024-01-28 19:31:00,4967.77,Vendor_083,HR,Operations,ACH,Emp_049,INV-Vendor_083-679612,0,normal,25,2850.515,2117.2550000000006,0,4,0
TX-000939,2024-01-31 12:50:00,1011.8451874491034,Vendor_019,Engineering,Payroll,Card,Emp_039,INV-Vendor_019-585571,1,high_amount,31,2977.7130705628747,-1965.8678831137713,0,11,0
TX-000940,2024-01-29 21:14:00,4346.75,Vendor_085,Operations,IT,ACH,Emp_036,INV-Vendor_085-195689,0,normal,28,3183.8122633457456,1162.9377366542544,0,4,0
TX-000941,2024-02-28 16:09:00,4288.78,Vendor_049,Finance,IT,Check,Emp_012,INV-Vendor_049-403924,0,normal,35,2968.721142857143,1320.0588571428566,0,4,0
TX-000942,2024-01-14 21:22:00,458.74,Vendor_023,Operations,Supplies,Wire,Emp_064,INV-Vendor_023-809214,0,normal,34,2735.677272727273,-2276.937272727273,0,4,0
TX-000943,2024-01-28 14:51:00,2577.08,Vendor_021,Operations,Consulting,Wire,Emp_070,INV-Vendor_021-539284,1,high_frequency,34,3005.547197344895,-428.4671973448949,0,7,0
TX-000944,2024-02-10 08:34:00,1115.19,Vendor_075,Support,Travel,Check,Emp_095,INV-Vendor_075-222646,0,normal,31,2556.1941935483874,-1441.0041935483873,0,1,0
TX-000945,2024-02-05 18:28:00,4510.49,Vendor_014,Operations,Supplies,Wire,Emp_099,INV-Vendor_014-953759,0,normal,36,2134.2634285714284,2376.2265714285713,0,2,0
TX-000946,2024-02-25 01:00:00,1294.76,Vendor_056,Marketing,IT,Check,Emp_092,INV-Vendor_056-255527,0,normal,23,2481.271304347826,-1186.5113043478261,0,1,0
TX-000947,2024-01-26 20:55:00,4801.25,Vendor_077,Operations,IT,Wire,Emp_109,INV-Vendor_077-413610,0,normal,33,3274.230606060606,1527.019393939394,0,2,0
TX-000948,2024-01-29 16:58:00,2715.07,Vendor_035,Legal,Operations,Wire,Emp_045,INV-Vendor_035-604759,0,normal,35,2498.9767647058825,216.09323529411768,0,4,0
TX-000949,2024-01-08 07:30:00,941.23,Vendor_017,Engineering,IT,Check,Emp_012,INV-Vendor_017-829845,0,normal,27,2857.5396296296294,-1916.3096296296294,0,5,0
TX-000950,2024-01-16 09:03:00,9497.468286253948,Vendor_NEW_950,Finance,Supplies,Wire,Emp_054,INV-Vendor_074-697715,1,new_vendor_high,1,9497.468286253948,0.0,0,4,0
TX-000951,2024-02-08 16:25:00,3778.14,Vendor_030,HR,Operations,Wire,Emp_079,INV-Vendor_030-755008,0,normal,23,3033.8827608649813,744.2572391350186,0,7,0
TX-000952,2024-01-15 04:15:00,1813.78,Vendor_079,Support,IT,Check,Emp_013,INV-Vendor_079-857907,0,normal,29,2672.4585185185188,-858.6785185185188,0,3,0
TX-000953,2024-01-30 16:41:00,2552.66,Vendor_004,Operations,Payroll,Check,Emp_026,INV-Vendor_004-764422,0,normal,30,3943.4157484248335,-1390.7557484248337,0,2,0
TX-000954,2024-02-29 23:35:00,1506.63,Vendor_071,Finance,Supplies,ACH,Emp_118,INV-Vendor_071-132504,0,normal,30,2482.368888888889,-975.738888888889,0,7,0
TX-000955,2024-02-20 15:46:00,882.54,Vendor_013,Marketing,Payroll,Wire,Emp_112,INV-Vendor_013-772819,0,normal,35,3320.0319506780124,-2437.4919506780125,0,5,0
TX-000956,2024-01-21 01:23:00,211.16,Vendor_046,Operations,Consulting,ACH,Emp_118,INV-Vendor_046-164523,0,normal,33,3052.1432305611957,-2840.983230561196,0,5,0
TX-000957,2024-02-19 16:52:00,1235.81,Vendor_057,Legal,Travel,Check,Emp_095,INV-Vendor_057-203154,0,normal,28,3861.44182160464,-2625.63182160464,0,4,0
TX-000958,2024-02-06 10:11:00,5000.0,Vendor_036,Legal,Supplies,ACH,Emp_116,INV-Vendor_036-443402,1,round_number,32,3055.038064516129,1944.961935483871,1,4,0
TX-000959,2024-02-07 13:13:00,3861.74,Vendor_070,Sales,IT,Wire,Emp_060,INV-Vendor_070-789160,0,normal,27,2500.182222222222,1361.5577777777776,0,4,0
TX-000960,2024-02-14 20:19:00,20673.93276487817,Vendor_067,HR,Consulting,ACH,Emp_084,INV-Vendor_067-791967,1,high_amount,44,2993.467335565413,17680.465429312757,0,1,0
TX-000961,2024-01-14 10:30:00,2159.46,Vendor_010,Marketing,Operations,Wire,Emp_078,INV-Vendor_010-199109,0,normal,22,2547.3354466749174,-387.8754466749174,0,1,0
TX-000962,2024-01-22 05:59:00,2866.76,Vendor_079,HR,Consulting,Card,Emp_024,INV-Vendor_079-785267,0,normal,29,2672.4585185185188,194.30148148148146,0,2,0
TX-000963,2024-02-05 17:32:00,3069.33,Vendor_074,Engineering,Operations,Check,Emp_107,INV-Vendor_040-421816,1,duplicate_invoice,34,3705.2793562097586,-635.9493562097587,0,8,1
TX-000964,2024-01-12 04:10:00,16089.61522175574,Vendor_NEW_964,HR,Travel,Check,Emp_032,INV-Vendor_057-579087,1,new_vendor_high,1,16089.61522175574,0.0,0,4,0
TX-000965,2024-01-18 18:29:00,3848.98,Vendor_046,Support,Operations,Card,Emp_114,INV-Vendor_046-486296,0,normal,33,3052.1432305611957,796.8367694388044,0,4,0
TX-000966,2024-02-09 20:09:00,20000.0,Vendor_048,HR,Travel,ACH,Emp_063,INV-Vendor_048-821018,1,round_number,23,3207.9171428571435,16792.082857142857,1,1,0
TX-000967,2024-01-07 14:42:00,2545.58,Vendor_062,Operations,Operations,Wire,Emp_108,INV-Vendor_062-412093,0,normal,32,3565.037712437434,-1019.4577124374341,0,7,0
TX-000968,2024-01-06 17:24:00,3494.65,Vendor_043,Marketing,Operations,ACH,Emp_018,INV-Vendor_043-283997,0,normal,36,3072.333244872456,422.3167551275442,0,10,0
TX-000969,2024-01-08 09:15:00,2424.69,Vendor_098,HR,Payroll,ACH,Emp_063,INV-Vendor_098-411132,0,normal,33,3524.635628271743,-1099.9456282717429,0,3,0
TX-000970,2024-01-05 14:53:00,3322.73,Vendor_091,Operations,IT,ACH,Emp_120,INV-Vendor_091-202082,1,high_frequency,23,2089.608260869565,1233.121739130435,0,10,0
TX-000971,2024-02-11 18:21:00,1533.01,Vendor_041,Marketing,Operations,Card,Emp_119,INV-Vendor_041-667440,0,normal,31,2695.650967741936,-1162.6409677419358,0,1,0
TX-000972,2024-02-12 23:26:00,494.93,Vendor_093,Marketing,Payroll,Wire,Emp_072,INV-Vendor_093-524626,0,normal,24,2552.386956521739,-2057.4569565217394,0,4,0
TX-000973,2024-02-18 01:28:00,4294.845456066761,Vendor_034,HR,Travel,Card,Emp_080,INV-Vendor_034-627831,1,high_amount,31,2820.5182405182827,1474.3272155484779,0,2,0
TX-000974,2024-01-02 06:09:00,1943.26,Vendor_044,Support,IT,Wire,Emp_009,INV-Vendor_044-190491,0,normal,35,3137.537058823529,-1194.2770588235292,0,4,0
TX-000975,2024-02-21 03:46:00,455.06,Vendor_075,Sales,Consulting,Check,Emp_044,INV-Vendor_075-929306,0,normal,31,2556.1941935483874,-2101.1341935483874,0,1,0
TX-000976,2024-02-04 02:44:00,1060.34,Vendor_010,Legal,Payroll,Card,Emp_011,INV-Vendor_010-352545,0,normal,22,2547.3354466749174,-1486.9954466749175,0,2,0
TX-000977,2024-01-12 08:50:00,2258.88,Vendor_070,Finance,Operations,Card,Emp_092,INV-Vendor_070-629066,0,normal,27,2500.182222222222,-241.3022222222221,0,4,0
TX-000978,2024-01-24 16:30:00,3466.49,Vendor_044,Sales,Payroll,Wire,Emp_086,INV-Vendor_044-294304,0,normal,35,3137.537058823529,328.95294117647063,0,6,0
TX-000979,2024-01-16 00:34:00,888.49,Vendor_005,Legal,Operations,ACH,Emp_003,INV-Vendor_005-704930,0,normal,32,4139.26089842047,-3250.77089842047,0,2,0
TX-000980,2024-02-24 13:00:00,1196.78,Vendor_028,Finance,Payroll,Check,Emp_065,INV-Vendor_028-233941,0,normal,37,3803.5322467308665,-2606.7522467308663,0,4,0
TX-000981,2024-02-15 12:07:00,4195.3,Vendor_058,Marketing,Supplies,ACH,Emp_021,INV-Vendor_058-965566,0,normal,34,2718.410294117647,1476.8897058823532,0,1,0
TX-000982,2024-02-11 21:37:00,2027.56,Vendor_066,Finance,Operations,ACH,Emp_037,INV-Vendor_066-810370,0,normal,32,2144.8066657789423,-117.24666577894232,0,4,0
TX-000983,2024-01-28 23:00:00,2895.07,Vendor_040,Sales,Consulting,Wire,Emp_103,INV-Vendor_040-584185,0,normal,32,3123.052929000477,-227.98292900047682,0,5,0
TX-000984,2024-02-06 03:09:00,3114.84,Vendor_077,Finance,IT,Wire,Emp_052,INV-Vendor_077-836468,0,normal,33,3274.230606060606,-159.39060606060593,0,1,0
TX-000985,2024-01-21 09:58:00,1373.12,Vendor_063,Support,IT,ACH,Emp_082,INV-Vendor_063-929580,0,normal,30,2872.7581223683005,-1499.6381223683006,0,4,0
